frame,track_id_a,track_id_b,cost_px,status
315,64,,,unmatched_a_extra
316,5,57,11.7,matched
316,22,53,29.0,matched
316,68,52,23.7,matched
316,50,55,51.6,matched
316,9,,,unmatched_a_extra
316,64,,,unmatched_a_extra
317,9,55,420.5,rejected_too_far
317,5,57,10.8,matched
317,22,53,15.1,matched
317,68,52,30.6,matched
317,64,,,unmatched_a_extra
318,9,55,415.1,rejected_too_far
318,5,57,10.1,matched
318,22,53,18.8,matched
318,68,52,38.0,matched
318,64,,,unmatched_a_extra
319,5,57,17.7,matched
319,22,53,15.5,matched
319,68,52,34.8,matched
319,9,,,unmatched_a_extra
319,64,,,unmatched_a_extra
320,5,57,22.5,matched
320,22,53,18.3,matched
320,68,52,28.8,matched
320,9,,,unmatched_a_extra
320,64,,,unmatched_a_extra
320,50,,,unmatched_a_extra
321,5,57,15.7,matched
321,22,53,20.3,matched
321,68,52,27.0,matched
321,9,,,unmatched_a_extra
321,64,,,unmatched_a_extra
321,50,,,unmatched_a_extra
322,5,57,10.2,matched
322,22,53,22.4,matched
322,68,52,26.6,matched
322,9,,,unmatched_a_extra
322,64,,,unmatched_a_extra
322,50,,,unmatched_a_extra
323,5,57,10.2,matched
323,22,53,19.8,matched
323,68,52,20.1,matched
323,50,55,9.9,matched
323,9,,,unmatched_a_extra
323,64,,,unmatched_a_extra
324,5,57,11.6,matched
324,22,53,16.7,matched
324,68,52,16.8,matched
324,50,55,11.2,matched
324,9,,,unmatched_a_extra
324,64,,,unmatched_a_extra
325,5,57,13.3,matched
325,22,53,10.8,matched
325,68,52,13.2,matched
325,50,55,16.7,matched
325,9,,,unmatched_a_extra
325,64,,,unmatched_a_extra
326,5,57,13.7,matched
326,22,53,13.9,matched
326,68,52,12.2,matched
326,50,55,22.3,matched
326,9,,,unmatched_a_extra
326,64,,,unmatched_a_extra
327,5,57,12.4,matched
327,22,53,13.8,matched
327,68,52,14.3,matched
327,50,55,22.4,matched
327,9,,,unmatched_a_extra
327,64,,,unmatched_a_extra
328,5,57,11.4,matched
328,22,53,12.0,matched
328,68,52,16.6,matched
328,50,55,21.0,matched
328,9,,,unmatched_a_extra
328,64,,,unmatched_a_extra
329,5,57,11.0,matched
329,22,53,16.5,matched
329,68,52,15.0,matched
329,50,55,15.6,matched
329,9,,,unmatched_a_extra
329,64,,,unmatched_a_extra
330,5,57,13.2,matched
330,22,53,22.7,matched
330,68,52,19.1,matched
330,50,55,13.2,matched
330,9,,,unmatched_a_extra
330,64,,,unmatched_a_extra
331,5,57,16.8,matched
331,22,53,23.3,matched
331,68,52,22.5,matched
331,64,62,49.7,matched
331,50,55,17.0,matched
331,9,,,unmatched_a_extra
332,5,57,18.1,matched
332,22,53,20.6,matched
332,68,52,30.2,matched
332,64,62,37.0,matched
332,50,55,18.4,matched
332,9,,,unmatched_a_extra
333,5,57,12.6,matched
333,22,53,11.4,matched
333,68,52,16.0,matched
333,64,62,33.6,matched
333,50,55,9.1,matched
333,9,,,unmatched_a_extra
334,5,57,12.5,matched
334,22,53,9.0,matched
334,68,52,8.9,matched
334,64,62,38.4,matched
334,50,55,6.9,matched
334,9,,,unmatched_a_extra
335,5,57,18.7,matched
335,22,53,15.2,matched
335,68,52,24.7,matched
335,64,62,29.7,matched
335,50,55,18.8,matched
335,9,,,unmatched_a_extra
336,5,57,22.3,matched
336,22,53,8.2,matched
336,68,52,24.3,matched
336,64,62,24.2,matched
336,50,55,21.0,matched
336,9,,,unmatched_a_extra
337,5,57,18.4,matched
337,22,53,10.7,matched
337,68,52,14.0,matched
337,64,62,31.0,matched
337,50,55,13.5,matched
337,9,,,unmatched_a_extra
338,9,53,332.5,rejected_too_far
338,5,57,27.3,matched
338,68,52,24.7,matched
338,64,62,22.1,matched
338,50,55,17.5,matched
339,9,53,330.1,rejected_too_far
339,5,57,35.2,matched
339,68,52,19.9,matched
339,64,62,22.3,matched
339,50,55,24.5,matched
340,9,53,331.8,rejected_too_far
340,5,57,37.6,matched
340,68,52,37.5,matched
340,64,62,14.7,matched
340,50,55,25.1,matched
341,9,53,328.8,rejected_too_far
341,5,57,47.7,matched
341,68,52,34.6,matched
341,64,62,14.4,matched
341,50,55,15.0,matched
342,68,52,22.2,matched
342,64,62,16.4,matched
342,50,55,13.0,matched
342,22,53,17.1,matched
342,9,,,unmatched_a_extra
342,5,,,unmatched_a_extra
343,68,52,19.6,matched
343,64,62,23.7,matched
343,50,55,10.7,matched
343,22,53,8.6,matched
343,9,,,unmatched_a_extra
343,5,,,unmatched_a_extra
344,9,55,452.0,rejected_too_far
344,68,52,31.3,matched
344,64,62,19.6,matched
344,22,53,14.4,matched
344,5,,,unmatched_a_extra
345,9,55,459.8,rejected_too_far
345,68,52,32.5,matched
345,64,62,22.4,matched
345,22,53,20.3,matched
345,5,,,unmatched_a_extra
346,5,55,471.3,rejected_too_far
346,68,52,22.3,matched
346,64,62,30.0,matched
346,22,53,16.2,matched
346,9,,,unmatched_a_extra
347,68,52,19.5,matched
347,64,62,23.1,matched
347,22,53,12.9,matched
347,78,55,2.9,matched
347,9,,,unmatched_a_extra
347,5,,,unmatched_a_extra
348,68,52,31.8,matched
348,64,62,20.7,matched
348,22,53,15.1,matched
348,78,55,14.4,matched
348,9,,,unmatched_a_extra
348,5,,,unmatched_a_extra
349,68,52,43.4,matched
349,64,62,22.8,matched
349,22,53,17.0,matched
349,78,55,43.7,matched
349,9,,,unmatched_a_extra
349,5,,,unmatched_a_extra
350,9,55,500.7,rejected_too_far
350,68,52,49.4,matched
350,64,62,39.0,matched
350,22,53,23.0,matched
350,5,,,unmatched_a_extra
351,68,55,442.4,rejected_too_far
351,64,62,31.1,matched
351,22,53,16.1,matched
351,9,,,unmatched_a_extra
351,5,,,unmatched_a_extra
352,64,62,12.3,matched
352,22,53,14.4,matched
352,9,,,unmatched_a_extra
352,5,,,unmatched_a_extra
352,68,,,unmatched_a_extra
353,68,62,476.9,rejected_too_far
353,64,66,30.0,matched
353,22,53,16.3,matched
353,9,,,unmatched_a_extra
353,5,,,unmatched_a_extra
354,9,53,286.7,rejected_too_far
354,68,62,451.9,rejected_too_far
354,22,66,294.4,rejected_too_far
354,5,,,unmatched_a_extra
355,9,66,580.4,rejected_too_far
355,5,53,287.8,rejected_too_far
355,22,62,243.3,rejected_too_far
356,22,53,15.8,matched
356,81,66,11.0,matched
356,68,62,497.4,rejected_too_far
356,9,,,unmatched_a_extra
356,5,,,unmatched_a_extra
357,22,53,20.9,matched
357,81,66,10.2,matched
357,68,62,513.4,rejected_too_far
357,9,,,unmatched_a_extra
357,5,,,unmatched_a_extra
358,22,53,23.2,matched
358,81,66,10.0,matched
358,64,62,59.5,matched
358,9,,,unmatched_a_extra
358,5,,,unmatched_a_extra
358,68,,,unmatched_a_extra
359,22,53,24.5,matched
359,81,66,8.4,matched
359,64,62,17.9,matched
359,9,,,unmatched_a_extra
359,5,,,unmatched_a_extra
359,68,,,unmatched_a_extra
360,22,53,20.1,matched
360,81,66,14.7,matched
360,64,62,9.5,matched
360,9,,,unmatched_a_extra
360,5,,,unmatched_a_extra
360,68,,,unmatched_a_extra
361,22,53,18.5,matched
361,81,66,15.7,matched
361,64,62,7.5,matched
361,9,,,unmatched_a_extra
361,5,,,unmatched_a_extra
361,68,,,unmatched_a_extra
362,22,53,11.8,matched
362,81,66,15.5,matched
362,64,62,15.4,matched
362,9,,,unmatched_a_extra
362,5,,,unmatched_a_extra
362,68,,,unmatched_a_extra
363,22,53,13.2,matched
363,81,66,17.7,matched
363,64,62,17.9,matched
363,9,,,unmatched_a_extra
363,5,,,unmatched_a_extra
363,68,,,unmatched_a_extra
364,22,53,17.7,matched
364,81,66,12.6,matched
364,64,62,22.1,matched
364,9,,,unmatched_a_extra
364,5,,,unmatched_a_extra
364,68,,,unmatched_a_extra
365,22,53,14.8,matched
365,81,66,13.9,matched
365,64,62,16.0,matched
365,5,,,unmatched_a_extra
365,68,,,unmatched_a_extra
366,22,53,12.1,matched
366,81,66,11.9,matched
366,64,62,10.4,matched
366,5,,,unmatched_a_extra
366,68,,,unmatched_a_extra
367,22,53,13.5,matched
367,81,66,9.4,matched
367,64,62,11.2,matched
367,5,,,unmatched_a_extra
367,68,,,unmatched_a_extra
368,22,53,18.0,matched
368,81,66,10.3,matched
368,64,62,17.0,matched
368,5,,,unmatched_a_extra
368,68,,,unmatched_a_extra
369,22,53,21.8,matched
369,81,66,11.2,matched
369,64,62,18.2,matched
369,5,,,unmatched_a_extra
369,68,,,unmatched_a_extra
370,22,53,17.4,matched
370,81,66,14.8,matched
370,64,62,16.2,matched
370,5,,,unmatched_a_extra
370,68,,,unmatched_a_extra
371,22,53,13.4,matched
371,81,66,12.3,matched
371,64,62,15.8,matched
371,5,,,unmatched_a_extra
371,68,,,unmatched_a_extra
372,22,53,13.5,matched
372,81,66,10.7,matched
372,64,62,18.6,matched
372,5,,,unmatched_a_extra
372,68,,,unmatched_a_extra
373,22,53,22.6,matched
373,81,66,10.1,matched
373,64,62,17.0,matched
373,5,,,unmatched_a_extra
373,68,,,unmatched_a_extra
374,22,53,30.2,matched
374,81,66,12.0,matched
374,64,62,13.3,matched
374,68,,,unmatched_a_extra
375,81,66,11.3,matched
375,64,62,14.7,matched
375,22,,,unmatched_a_extra
375,68,,,unmatched_a_extra
376,81,66,14.0,matched
376,64,62,18.1,matched
376,22,,,unmatched_a_extra
376,68,,,unmatched_a_extra
377,81,66,14.3,matched
377,64,62,18.0,matched
377,22,,,unmatched_a_extra
377,68,,,unmatched_a_extra
378,81,66,12.9,matched
378,64,62,15.8,matched
378,22,,,unmatched_a_extra
378,68,,,unmatched_a_extra
379,81,66,12.6,matched
379,64,62,13.4,matched
379,22,,,unmatched_a_extra
379,68,,,unmatched_a_extra
380,81,66,18.3,matched
380,64,62,19.6,matched
380,22,,,unmatched_a_extra
380,68,,,unmatched_a_extra
381,81,66,18.7,matched
381,64,62,16.6,matched
381,22,,,unmatched_a_extra
381,68,,,unmatched_a_extra
382,81,66,18.8,matched
382,64,62,19.0,matched
382,22,,,unmatched_a_extra
382,68,,,unmatched_a_extra
383,81,66,16.5,matched
383,64,62,16.2,matched
383,22,,,unmatched_a_extra
383,68,,,unmatched_a_extra
384,81,66,15.7,matched
384,64,62,19.5,matched
384,22,,,unmatched_a_extra
384,68,,,unmatched_a_extra
385,81,66,17.0,matched
385,64,62,19.3,matched
385,22,,,unmatched_a_extra
385,68,,,unmatched_a_extra
386,81,66,20.4,matched
386,64,62,14.0,matched
386,22,,,unmatched_a_extra
386,68,,,unmatched_a_extra
387,81,66,26.1,matched
387,64,62,14.7,matched
387,22,,,unmatched_a_extra
387,68,,,unmatched_a_extra
388,81,66,25.4,matched
388,64,62,19.8,matched
388,22,,,unmatched_a_extra
388,68,,,unmatched_a_extra
389,81,66,25.8,matched
389,64,62,20.0,matched
389,22,,,unmatched_a_extra
389,68,,,unmatched_a_extra
390,81,66,21.5,matched
390,64,62,16.2,matched
390,22,,,unmatched_a_extra
390,68,,,unmatched_a_extra
391,81,66,20.3,matched
391,64,62,16.1,matched
391,22,,,unmatched_a_extra
391,68,,,unmatched_a_extra
392,81,66,28.9,matched
392,64,62,16.0,matched
392,22,,,unmatched_a_extra
392,68,,,unmatched_a_extra
393,81,66,40.7,matched
393,64,62,16.1,matched
393,22,,,unmatched_a_extra
393,68,,,unmatched_a_extra
394,81,66,35.1,matched
394,64,62,16.0,matched
394,22,,,unmatched_a_extra
394,68,,,unmatched_a_extra
395,81,66,32.4,matched
395,68,,,unmatched_a_extra
395,64,,,unmatched_a_extra
396,81,66,31.3,matched
396,64,62,32.6,matched
396,68,,,unmatched_a_extra
397,81,66,34.2,matched
397,64,62,20.7,matched
397,68,,,unmatched_a_extra
398,81,66,34.6,matched
398,64,62,13.9,matched
398,68,,,unmatched_a_extra
399,81,66,20.5,matched
399,64,62,15.2,matched
399,68,,,unmatched_a_extra
400,81,66,26.6,matched
400,64,62,16.9,matched
400,68,,,unmatched_a_extra
401,81,66,24.0,matched
401,64,62,15.9,matched
401,68,,,unmatched_a_extra
402,81,66,21.0,matched
402,64,62,12.7,matched
402,68,,,unmatched_a_extra
403,81,66,26.1,matched
403,64,62,11.5,matched
403,68,,,unmatched_a_extra
404,81,66,30.8,matched
404,,62,,unmatched_b_extra
405,81,66,29.0,matched
405,88,62,11.9,matched
406,81,66,33.8,matched
406,88,62,15.3,matched
407,81,66,31.9,matched
407,88,62,16.4,matched
408,81,66,29.9,matched
408,88,62,15.8,matched
409,81,66,29.8,matched
409,88,62,16.5,matched
410,81,66,32.2,matched
410,88,62,15.7,matched
411,81,66,33.1,matched
411,88,62,16.4,matched
412,81,66,35.2,matched
412,88,62,17.6,matched
413,81,66,37.4,matched
413,88,62,17.5,matched
414,81,66,37.9,matched
414,88,62,19.4,matched
415,81,66,35.7,matched
415,88,62,16.7,matched
416,81,66,34.3,matched
416,88,62,16.0,matched
417,81,66,32.7,matched
417,88,62,19.1,matched
418,81,66,27.6,matched
418,88,62,17.3,matched
419,81,66,26.3,matched
419,88,62,14.4,matched
420,81,66,27.7,matched
420,88,62,11.0,matched
421,81,66,30.1,matched
421,88,62,11.7,matched
421,89,,,unmatched_a_extra
422,81,66,31.1,matched
422,88,62,11.6,matched
422,89,,,unmatched_a_extra
423,81,66,28.2,matched
423,88,62,12.4,matched
423,89,,,unmatched_a_extra
424,81,66,29.3,matched
424,88,62,10.2,matched
424,89,,,unmatched_a_extra
425,81,66,30.4,matched
425,88,62,10.9,matched
425,89,,,unmatched_a_extra
426,81,66,26.9,matched
426,88,62,13.7,matched
426,89,,,unmatched_a_extra
427,81,66,26.6,matched
427,88,62,12.2,matched
427,89,,,unmatched_a_extra
428,81,66,32.7,matched
428,88,62,11.4,matched
428,89,,,unmatched_a_extra
429,81,66,32.1,matched
429,88,62,9.7,matched
429,89,,,unmatched_a_extra
430,81,66,31.4,matched
430,88,62,13.3,matched
430,89,,,unmatched_a_extra
431,81,66,31.3,matched
431,88,62,17.6,matched
431,89,,,unmatched_a_extra
432,81,66,33.6,matched
432,88,62,19.3,matched
432,89,,,unmatched_a_extra
433,81,66,33.6,matched
433,88,62,16.8,matched
433,89,,,unmatched_a_extra
434,81,66,39.9,matched
434,88,62,18.3,matched
434,89,,,unmatched_a_extra
435,81,66,38.4,matched
435,88,62,16.1,matched
435,89,,,unmatched_a_extra
436,81,66,40.2,matched
436,88,62,22.7,matched
436,89,,,unmatched_a_extra
437,81,66,39.9,matched
437,88,62,12.7,matched
437,89,,,unmatched_a_extra
438,81,66,48.9,matched
438,88,62,13.6,matched
438,89,,,unmatched_a_extra
439,81,66,45.2,matched
439,88,62,14.3,matched
439,89,,,unmatched_a_extra
440,81,66,50.6,matched
440,88,62,16.0,matched
440,89,,,unmatched_a_extra
441,81,66,51.5,matched
441,88,62,11.2,matched
441,89,,,unmatched_a_extra
442,81,66,51.4,matched
442,88,62,15.4,matched
442,89,,,unmatched_a_extra
443,81,66,42.3,matched
443,88,62,21.9,matched
443,89,,,unmatched_a_extra
444,81,66,30.8,matched
444,88,62,14.8,matched
444,89,,,unmatched_a_extra
445,81,66,19.8,matched
445,88,62,6.4,matched
445,89,,,unmatched_a_extra
446,81,66,15.0,matched
446,88,62,12.2,matched
446,89,,,unmatched_a_extra
447,81,66,12.4,matched
447,88,62,20.5,matched
447,89,,,unmatched_a_extra
448,81,66,9.0,matched
448,88,62,36.9,matched
448,89,,,unmatched_a_extra
449,81,66,8.1,matched
449,88,62,48.6,matched
449,89,,,unmatched_a_extra
450,81,66,10.3,matched
450,88,62,64.5,matched
450,89,,,unmatched_a_extra
451,81,66,8.3,matched
451,88,62,74.2,matched
451,89,,,unmatched_a_extra
452,81,66,11.3,matched
452,88,62,78.9,matched
452,89,,,unmatched_a_extra
453,81,66,6.3,matched
453,88,62,81.0,matched
453,89,,,unmatched_a_extra
454,81,66,5.9,matched
454,88,,,unmatched_a_extra
454,89,,,unmatched_a_extra
455,81,66,11.7,matched
455,88,,,unmatched_a_extra
455,89,,,unmatched_a_extra
456,81,66,30.5,matched
456,88,,,unmatched_a_extra
456,89,,,unmatched_a_extra
457,81,66,18.5,matched
457,88,,,unmatched_a_extra
457,89,,,unmatched_a_extra
458,81,66,10.3,matched
458,88,,,unmatched_a_extra
458,89,,,unmatched_a_extra
459,81,66,2.5,matched
459,88,,,unmatched_a_extra
459,89,,,unmatched_a_extra
460,81,66,13.1,matched
460,89,,,unmatched_a_extra
461,81,66,10.7,matched
461,89,,,unmatched_a_extra
462,81,66,6.4,matched
462,89,,,unmatched_a_extra
462,92,,,unmatched_a_extra
462,88,,,unmatched_a_extra
463,81,66,22.8,matched
463,88,72,13.0,matched
463,89,,,unmatched_a_extra
463,92,,,unmatched_a_extra
464,81,66,35.8,matched
464,89,73,46.6,matched
464,92,,,unmatched_a_extra
464,88,,,unmatched_a_extra
465,81,66,41.4,matched
465,89,73,25.2,matched
465,92,,,unmatched_a_extra
465,88,,,unmatched_a_extra
466,81,66,27.4,matched
466,89,73,16.0,matched
466,92,,,unmatched_a_extra
466,88,,,unmatched_a_extra
467,81,66,25.5,matched
467,89,73,14.9,matched
467,92,,,unmatched_a_extra
467,88,,,unmatched_a_extra
468,81,66,24.8,matched
468,89,73,10.5,matched
468,92,,,unmatched_a_extra
468,88,,,unmatched_a_extra
469,81,66,23.0,matched
469,89,,,unmatched_a_extra
469,92,,,unmatched_a_extra
469,88,,,unmatched_a_extra
470,81,66,22.2,matched
470,89,72,19.8,matched
470,92,,,unmatched_a_extra
470,88,,,unmatched_a_extra
471,81,73,30.8,matched
471,89,72,20.3,matched
471,92,,,unmatched_a_extra
471,88,,,unmatched_a_extra
472,89,72,20.0,matched
472,88,73,114.1,matched
472,92,,,unmatched_a_extra
473,89,72,10.2,matched
473,88,73,124.0,matched
473,92,,,unmatched_a_extra
474,89,72,45.4,matched
474,92,,,unmatched_a_extra
474,88,,,unmatched_a_extra
474,81,,,unmatched_a_extra
475,81,72,187.2,rejected_too_far
475,92,,,unmatched_a_extra
475,88,,,unmatched_a_extra
476,81,72,226.2,rejected_too_far
476,92,,,unmatched_a_extra
476,88,,,unmatched_a_extra
477,81,72,257.1,rejected_too_far
477,92,,,unmatched_a_extra
477,88,,,unmatched_a_extra
478,81,72,274.2,rejected_too_far
478,92,,,unmatched_a_extra
478,88,,,unmatched_a_extra
479,81,72,306.1,rejected_too_far
479,92,,,unmatched_a_extra
479,88,,,unmatched_a_extra
480,89,72,10.1,matched
480,92,,,unmatched_a_extra
480,88,,,unmatched_a_extra
480,81,,,unmatched_a_extra
481,89,72,19.0,matched
481,92,,,unmatched_a_extra
481,88,,,unmatched_a_extra
481,81,,,unmatched_a_extra
482,89,72,4.3,matched
482,92,,,unmatched_a_extra
482,88,,,unmatched_a_extra
482,81,,,unmatched_a_extra
483,89,72,6.3,matched
483,92,,,unmatched_a_extra
483,81,,,unmatched_a_extra
484,89,72,2.2,matched
484,92,,,unmatched_a_extra
484,81,,,unmatched_a_extra
485,89,72,7.6,matched
485,92,,,unmatched_a_extra
485,81,,,unmatched_a_extra
486,89,72,12.6,matched
486,92,,,unmatched_a_extra
486,81,,,unmatched_a_extra
486,88,,,unmatched_a_extra
487,89,72,3.1,matched
487,92,,,unmatched_a_extra
487,81,,,unmatched_a_extra
487,88,,,unmatched_a_extra
488,89,72,4.1,matched
488,92,,,unmatched_a_extra
488,81,,,unmatched_a_extra
488,88,,,unmatched_a_extra
489,89,72,10.6,matched
489,92,,,unmatched_a_extra
489,81,,,unmatched_a_extra
489,88,,,unmatched_a_extra
490,89,72,7.6,matched
490,92,,,unmatched_a_extra
490,81,,,unmatched_a_extra
490,88,,,unmatched_a_extra
491,89,72,12.6,matched
491,92,,,unmatched_a_extra
491,81,,,unmatched_a_extra
491,88,,,unmatched_a_extra
492,89,72,14.8,matched
492,92,,,unmatched_a_extra
492,81,,,unmatched_a_extra
492,88,,,unmatched_a_extra
493,89,72,12.0,matched
493,92,,,unmatched_a_extra
493,81,,,unmatched_a_extra
493,88,,,unmatched_a_extra
494,89,72,10.0,matched
494,92,,,unmatched_a_extra
494,81,,,unmatched_a_extra
494,88,,,unmatched_a_extra
495,89,72,6.7,matched
495,92,,,unmatched_a_extra
495,81,,,unmatched_a_extra
495,88,,,unmatched_a_extra
496,89,72,16.7,matched
496,92,,,unmatched_a_extra
496,81,,,unmatched_a_extra
496,88,,,unmatched_a_extra
497,89,72,18.1,matched
497,81,,,unmatched_a_extra
497,88,,,unmatched_a_extra
498,89,72,19.7,matched
498,81,,,unmatched_a_extra
498,88,,,unmatched_a_extra
499,89,72,23.2,matched
499,81,,,unmatched_a_extra
499,88,,,unmatched_a_extra
500,89,72,26.8,matched
500,81,,,unmatched_a_extra
500,88,,,unmatched_a_extra
500,92,,,unmatched_a_extra
501,89,72,31.5,matched
501,81,,,unmatched_a_extra
501,88,,,unmatched_a_extra
501,92,,,unmatched_a_extra
502,89,72,24.3,matched
502,81,,,unmatched_a_extra
502,88,,,unmatched_a_extra
502,92,,,unmatched_a_extra
502,97,,,unmatched_a_extra
503,89,72,21.2,matched
503,81,,,unmatched_a_extra
503,88,,,unmatched_a_extra
503,92,,,unmatched_a_extra
503,97,,,unmatched_a_extra
504,89,72,23.6,matched
504,81,,,unmatched_a_extra
504,88,,,unmatched_a_extra
504,92,,,unmatched_a_extra
504,97,,,unmatched_a_extra
504,98,,,unmatched_a_extra
505,89,72,29.8,matched
505,81,,,unmatched_a_extra
505,92,,,unmatched_a_extra
505,97,,,unmatched_a_extra
505,98,,,unmatched_a_extra
506,89,72,31.0,matched
506,81,,,unmatched_a_extra
506,92,,,unmatched_a_extra
506,97,,,unmatched_a_extra
506,98,,,unmatched_a_extra
507,89,72,27.1,matched
507,81,,,unmatched_a_extra
507,92,,,unmatched_a_extra
507,97,,,unmatched_a_extra
507,88,,,unmatched_a_extra
508,89,72,28.0,matched
508,81,,,unmatched_a_extra
508,92,,,unmatched_a_extra
508,97,,,unmatched_a_extra
508,102,,,unmatched_a_extra
508,88,,,unmatched_a_extra
509,89,72,42.1,matched
509,81,,,unmatched_a_extra
509,92,,,unmatched_a_extra
509,97,,,unmatched_a_extra
509,102,,,unmatched_a_extra
509,88,,,unmatched_a_extra
510,89,72,54.4,matched
510,81,,,unmatched_a_extra
510,92,,,unmatched_a_extra
510,97,,,unmatched_a_extra
510,102,,,unmatched_a_extra
510,88,,,unmatched_a_extra
511,89,72,45.8,matched
511,81,,,unmatched_a_extra
511,92,,,unmatched_a_extra
511,97,,,unmatched_a_extra
511,102,,,unmatched_a_extra
511,88,,,unmatched_a_extra
511,107,,,unmatched_a_extra
512,89,72,39.1,matched
512,81,,,unmatched_a_extra
512,92,,,unmatched_a_extra
512,97,,,unmatched_a_extra
512,102,,,unmatched_a_extra
512,88,,,unmatched_a_extra
513,89,72,34.2,matched
513,81,,,unmatched_a_extra
513,92,,,unmatched_a_extra
513,97,,,unmatched_a_extra
513,102,,,unmatched_a_extra
513,88,,,unmatched_a_extra
514,89,72,55.5,matched
514,81,,,unmatched_a_extra
514,92,,,unmatched_a_extra
514,97,,,unmatched_a_extra
514,102,,,unmatched_a_extra
514,88,,,unmatched_a_extra
515,89,72,57.0,matched
515,81,,,unmatched_a_extra
515,92,,,unmatched_a_extra
515,97,,,unmatched_a_extra
515,102,,,unmatched_a_extra
515,88,,,unmatched_a_extra
516,89,72,53.8,matched
516,81,,,unmatched_a_extra
516,92,,,unmatched_a_extra
516,97,,,unmatched_a_extra
516,102,,,unmatched_a_extra
516,88,,,unmatched_a_extra
517,89,72,64.2,matched
517,81,,,unmatched_a_extra
517,92,,,unmatched_a_extra
517,97,,,unmatched_a_extra
517,102,,,unmatched_a_extra
517,88,,,unmatched_a_extra
518,89,72,87.6,matched
518,81,,,unmatched_a_extra
518,92,,,unmatched_a_extra
518,97,,,unmatched_a_extra
518,102,,,unmatched_a_extra
518,88,,,unmatched_a_extra
519,89,72,101.6,matched
519,92,77,17.1,matched
519,81,,,unmatched_a_extra
519,97,,,unmatched_a_extra
519,102,,,unmatched_a_extra
519,88,,,unmatched_a_extra
520,92,77,9.1,matched
520,81,,,unmatched_a_extra
520,89,,,unmatched_a_extra
520,97,,,unmatched_a_extra
520,102,,,unmatched_a_extra
520,88,,,unmatched_a_extra
521,92,77,8.5,matched
521,81,,,unmatched_a_extra
521,89,,,unmatched_a_extra
521,97,,,unmatched_a_extra
521,102,,,unmatched_a_extra
521,88,,,unmatched_a_extra
522,92,77,19.5,matched
522,89,,,unmatched_a_extra
522,97,,,unmatched_a_extra
522,102,,,unmatched_a_extra
522,88,,,unmatched_a_extra
523,92,77,9.6,matched
523,89,,,unmatched_a_extra
523,97,,,unmatched_a_extra
523,102,,,unmatched_a_extra
523,88,,,unmatched_a_extra
524,92,77,15.1,matched
524,97,78,14.0,matched
524,89,,,unmatched_a_extra
524,102,,,unmatched_a_extra
524,88,,,unmatched_a_extra
525,92,77,17.3,matched
525,97,78,29.0,matched
525,89,,,unmatched_a_extra
525,102,,,unmatched_a_extra
525,88,,,unmatched_a_extra
526,92,77,10.2,matched
526,97,78,47.2,matched
526,89,,,unmatched_a_extra
526,102,,,unmatched_a_extra
526,88,,,unmatched_a_extra
527,92,77,9.1,matched
527,97,78,41.9,matched
527,89,,,unmatched_a_extra
527,102,,,unmatched_a_extra
527,88,,,unmatched_a_extra
527,113,,,unmatched_a_extra
528,92,77,8.7,matched
528,97,78,29.0,matched
528,89,,,unmatched_a_extra
528,102,,,unmatched_a_extra
528,88,,,unmatched_a_extra
529,92,77,11.4,matched
529,97,78,26.2,matched
529,89,,,unmatched_a_extra
529,102,,,unmatched_a_extra
529,88,,,unmatched_a_extra
530,92,77,8.4,matched
530,97,78,26.1,matched
530,89,,,unmatched_a_extra
530,102,,,unmatched_a_extra
530,88,,,unmatched_a_extra
531,92,77,7.7,matched
531,97,78,18.2,matched
531,89,,,unmatched_a_extra
531,102,,,unmatched_a_extra
531,88,,,unmatched_a_extra
531,115,,,unmatched_a_extra
532,92,77,16.5,matched
532,97,78,13.1,matched
532,89,,,unmatched_a_extra
532,102,,,unmatched_a_extra
532,88,,,unmatched_a_extra
532,115,,,unmatched_a_extra
533,92,77,14.7,matched
533,97,78,15.6,matched
533,89,,,unmatched_a_extra
533,102,,,unmatched_a_extra
533,88,,,unmatched_a_extra
533,115,,,unmatched_a_extra
534,92,77,7.2,matched
534,97,78,13.7,matched
534,89,,,unmatched_a_extra
534,102,,,unmatched_a_extra
534,88,,,unmatched_a_extra
534,115,,,unmatched_a_extra
535,92,77,5.8,matched
535,97,78,11.6,matched
535,89,,,unmatched_a_extra
535,102,,,unmatched_a_extra
535,88,,,unmatched_a_extra
535,115,,,unmatched_a_extra
536,92,77,7.9,matched
536,97,78,13.8,matched
536,89,,,unmatched_a_extra
536,102,,,unmatched_a_extra
536,88,,,unmatched_a_extra
536,115,,,unmatched_a_extra
537,92,77,20.6,matched
537,97,78,22.3,matched
537,89,,,unmatched_a_extra
537,102,,,unmatched_a_extra
537,88,,,unmatched_a_extra
537,115,,,unmatched_a_extra
538,92,77,3.5,matched
538,97,78,13.7,matched
538,89,,,unmatched_a_extra
538,102,,,unmatched_a_extra
538,88,,,unmatched_a_extra
538,115,,,unmatched_a_extra
539,92,77,6.1,matched
539,97,78,13.8,matched
539,89,,,unmatched_a_extra
539,102,,,unmatched_a_extra
539,88,,,unmatched_a_extra
539,115,,,unmatched_a_extra
540,92,77,8.3,matched
540,97,78,14.0,matched
540,89,,,unmatched_a_extra
540,102,,,unmatched_a_extra
540,88,,,unmatched_a_extra
540,115,,,unmatched_a_extra
541,92,77,7.9,matched
541,97,78,11.1,matched
541,89,,,unmatched_a_extra
